Review,Score,ThumbsUp,CreatedAt
"parah si akhir akhir ini. apalagi soal fitur anter murah, sering restoran dah siapin makanan tp g dapat2 driver, ada juga tiba tiba alamatnya loncat jauh bgt, aneh pokoknya skrg aplikasinya",1,3,2026-08-24 21:16:05
"aplikasi go pay pinjem yg nagih gak punya akhlak, anjirrr. padahal baru telat sehari, lagian kita juga bayar denda, terus sdah langganan, asli gak ngotak cara nagihnya. Lunas aku hapus nih aplikasi. ganti ojol lain aja.",1,3,2026-08-22 14:49:53
"pesan 2 kali dengan discount yang sama ternyata ga ada driver yang mau ambil, apa karna discount nya? tapi itu kan fitur dari aplikasinya hadeh",1,2,2026-08-30 16:56:02
"aku kasih bintang 1 soalnya driver nya lamaaa,, ga dapat"" driver,, padahal aku pilih yang GoCar cepattt,, masa iyaa ga ada driver sama sekali?? niat kerja atau gak? sekalian aja hapus aja apk gojek gojeknya ini,, ga guna sama sekaliiii,, ga bermanfaat sama sekali dan tidak membantu sama sekali.",1,1,2026-08-27 04:23:30
"Gocar sen, Gocar instant ( kirim barang ) aplikasinya GAGAL TOTAL. tidak ada menu tambah biaya PARKIR. pengirim dan penerima tdk mau tau urusan parkir. utk rekan2 driver matikan fitur gocar sen. thanks",1,1,2026-09-05 16:06:48
keluhan saya untuk versi terbaru ini tetap yaitu fitur telepon yang belum bisa diakses oleh pembaca layar tunanetra mohon ada perbaikan karena itu sangat penting agar komunikasi dengan driver bisa lebih optimal,3,15,2026-08-28 04:03:19
"aplikasi nya bagus.. tp yg lucu,,, knpa d bkin aplikasi gofood dg ongkir murah.. tp pas milih itu ujung2 nya ngga dpt driver dan hrus d batalkan... dg alasan ya ituu.. milih ongkir murah... kwkkwkwkw klw mmng ngga akan d ambil driver, mnding ngga ush d bkin ongkir murah kakaaaa... 🙏🙏 saran ajaaa sih ya.. mending hapus ajaa",5,0,2026-08-27 18:54:54
"Saya tidak bisa login aplikasi gojek dan gopay padahal sudah uninstall dan install kembali kedua aplikasi, lalu saya juga sudah hapus cache. Sudah restart hp, sudah aktifkan GPS dan saya menggunakan wifi yang sinyalnya sudah cukup kencang. Saldo saya kesangkut:(",1,10,2026-07-10 15:00:31
sy sdh gunakan aplikasi ini sdh lama tp saat ini aplikasinya tdk bsa di buka sedangkan sy mempunyai saldo gopay tp tiap sy buka aplikasi gojek nya hrs verifikasi terus.sy harap agar bsa ditingkatkan pelayanannya,1,1,2026-09-01 22:09:15
"Kemarin sempat seliweran postingan menarik di salah satu grup FB. Ada customer yang kasih bintang 1 ke driver karena kecewa pesan GoRide Comfort tapi dapat motor Vario dan kesulitan bawa koper. Yuk, kita bahas dari dua sudut pandang biar enggak ada salah paham lagi: 𝟭. 𝗦𝗶𝘀𝗶 𝗖𝘂𝘀𝘁𝗼𝗺𝗲𝗿 (𝗠𝗶𝘀𝗸𝗼𝗻𝘀𝗲𝗽𝘀𝗶 𝗙𝗶𝘁𝘂𝗿) Banyak yang mengira GoRide Comfort itu otomatis dapat motor besar (seperti NMAX/PCX). Padahal, aturan Comfort itu fokus pada tahun unit yang lebih muda dan cc mesin (",1,7,2026-07-26 13:33:22
"bagus bngt, makanan, minuman, belanjaan, semua uda ada tanggungannya dari pihak gojekk, bahkan 1 bungkus mie yg tertinggal/tidak di antarkan oleh pihak market yang saya beli, di tindak lanjuti dan pengembalian uang hari itu juga tanpa pengurangan uang sedikitpun, the best dehh pokoknyaa, apk fav aku kalo butuh apa apaa selalu bisa di gojekk. ❤🔥",5,4,2026-08-22 11:32:16
"Driver gojek motor, nyetir nya ngebut.. ada jalan berbatu malah ngebut terus.. driver tidak sopan, tidak menurunkan saya di tempat seharusnya karena alasan yang tidak jelas, membentak saya padahal saya sudah ngalah buat turun, ga bagus banget ini aplikasi.. gk jls. Masa mitra juara gojek tapi sikapnya ngegas..",1,2,2026-08-22 16:40:06
"Jujur titik penjemputan maupun tujuan kadang sulit terdeteksi maps nya, dan fitur telepon nya saya gatau ya hp sy yg jadul apa emg agak aneh, suara deringnya ada tpi tampilan telepon dari driver nya gada. soal telepon ini sy sudah sering mengalaminya. mau coba telepon balik gabisa krn telepon sebelumnya masih tersambung, padahal sy sama sekali blm nerima telepon. hanya deringnya saja yg terus bersuara.",1,12,2026-07-02 18:10:20
"CARI DRIVER SUSAH BANGET , dapet driver jauh jauh trus pdhal banyak yang deket, kalo gabisa harusnya langsung batalin aja gausah nunggu sistem otomatis yg batalin. perbaiki deh sistemnya dan drivernya",1,3,2026-08-24 16:40:47
Tolong perjelas perbedaan antara GoFood biasa dan GoFood Katering. Tampilannya cukup membingungkan sehingga saya sempat mengira sedang memesan makanan biasa. Akan lebih baik jika ada penjelasan yang lebih jelas atau konfirmasi tambahan sebelum pengguna masuk ke menu katering.,3,8,2026-07-13 00:07:48
"Kalau pas pesen makanan kan ada tuh, lagi nyari driver sampai jam sekian. Lah, ini udah lebih dari jam nya gak nongol juga. Mending update diperpanjang pencarian setiap berapa menit gitu kan atau dibatalin.",1,38,2026-09-03 06:58:32
"Menurut Saya, Ini Bagus Sih, Aksesibel Untuk Kami Para Penyandang Disabilitas Tunanetra . Saran Sedikit Aja Untuk Tombol Angkat Panggilannya Lebih Diperbaiki Lagi, Agar Kami Bisa Mudah Untuk Mengangkat Panggilan Dari Driver, Karena Tombolnya Kurang Akses Untuk Kami Yang Menggunakan Pembaca Layar .",5,13,2026-07-22 20:00:55
"driver suka tidak mengabari bisa jemput atau tidak. driver juga menghindari pembatalan agar rangking tdk berkurang tetapi membiarkan costumer membatalkan padahal driver yang tidak bisa menjemput. Aplikasi juga sering eror/ngestuck. Walau udh pake aplikasi versi terbaru, tapi tetep lemott. padahal kuota aman dan jaringan ada.",2,11,2026-07-09 16:20:13
"saya tidak suka dengan sistem pemesanan yang sekarang yang menggabungkan dengan gobluebird karena ditempat saya bukannya cepat malah bikin lambat, saya pernah pesan gocar untuk ke tujuan saya dan pas mencarikan driver, saya dapat malah bluebird, padahal jaraknya itu hanya 5 menit dari rumah kalau dilihat dari maps aplikasi gojek ini, tapi saya nunggu sampai 45 menit driver tidak kunjung datang, udah gitu tidak ada fitur pesan kalau untuk ke driver bluebird ini cuman telfon aja",1,9,2026-08-05 21:58:45
"hp ter-reset pabrik jadi harus instal ulang, ternyata sekarang pake verifikasi wajah setelah masukan pin, dan gagal terus entah dimana salahnya, jadi aplikasi gojek dan gopay ga guna banget, karena ga bisa login, saya sih ga rugi, sisa saldo masih bisa dipakai diaplikasi lain, transportasi dan makan bisa pakai grab dan shopeefood. Coba diperbaiki metode verifikasinya, minimal kaya mybca, ga ribet.",1,6,2026-08-15 15:50:26
"skip, untuk pembelian selain ojek mending ga usah, apalagi yg urgent kaya masalah listrik yg bisa mati di tengah malam. mending beli di apk lain yg lebih responsif, saya ga sengaja ngisi gopay untuk beli listrik, tapi karena gagal 1x dan mau coba lagi malah tidak bisa, berujung membeli dari apk lainnya. layanan yang lama seperti ini mesti di upd, merugikan bagi org yang uangnya pas-passan dan kehabisan listrik di tengah malam, cust mau disuruh tanpa listrik sampe pagi kayanya!",1,8,2026-06-26 00:03:37
"suka sekali menggunakan gojek, harganya juga murah, drivernya baik dan jika ada masalah dengan pembayaran, gojek selalu sigap menyelesaikan masalah tersebut.terima kasih gojek kedepannya harus lebih baik ya ,semangat untuk maju dan berkembang",5,1,2026-08-25 10:10:29
"Ini saya mau komplain, kok fitur GoRide cepatnya gak sesuai banget, saya dapet Drivernya lama, habis itu dapetnya jauh banget terus suka di cancel, yang cepat aja udh lama apalagi yang biasa lebih lama, saya udh sering kesiangan dan yang drket gamau ngambil. Mohon perbaiki lagi",3,3,2026-08-19 07:02:22
"saya mau berlangganan disney+ dan sudah mencoba 3 cara untuk dapatkan kode via otp, tapi tetap saja setelah menggunakan 3 cara itu tetap minta pin gopay. harusnya langsung ada opsi lupa pin gopay biar lebih mudah. saya jadi marah dengan fitur aplikasi ini yang tidak menyediakan langsung opsi lupa pin gopay. tolong dipahami. harus langsung ada opsi lupa pin gopay. biar mudah langganan disney+",1,10,2026-06-28 12:40:35
"Apl Gojek telah sangat membantu berkehidupan saya sepanjang ini, keren, untuk transformasi sangat murah, untuk gofood sangat fleksibel, slalu ready siap antar secepat kilat apalagi dengan program paylaternya, semakin kita aktif semakin terus naik fasilitas limitnya dan itu sangat membantu dan meringankan, mashaallah,saya sudah akrab dg apl Gojek sudah dari berkali kali hp hilang dan ganti ganti hp baru, Trimakasih apl Gojek.",5,0,2026-08-28 03:31:38
"Driver belum mengantarkan makanan sesuai dengan penerima yang benar, dan CS sangat tidak membantu, makanan belum sampai, di bilang sudah sampai. sudah cek tetangga dan sekitar tidak ada yang menerima, kemungkinan Driver melakukan penipuan, bahkan saya chat kembali tidak ada jawaban dari driver terkait.. dan lebih utama sangat kecewa dengan CS bantuan, karena hanya cek via sistem otomatis tanpa konfirmasi ke driver bersangkutan",1,9,2026-06-28 21:37:13
"sebelumnya mohon maaf atas rating nya, kendala untuk melakukan transaksi Qris kenapa tidak bisa ya? sudah coba berulang dan tetap tidak muncul barcode untuk di scan nya. dan lagi kenapa saldo gopay selalu meload lama, tidak secepat dulu, ketika di refresh saldo terbaru muncul. alhasil saya tidak jadi belanja keperluan sehari hari saya. mohon pihak developer menangani permasalahan itu. terimakasih.",4,27,2026-07-29 11:16:54
"aplikasi gojek ini makin di update makin salah titik kirim nya. makin ngaco. udah tambah mahal, tapi makin kacau titik kirim nya. padahal kantor sy udah tertera jelas di google maps, masih aja seringkali salah muncul nya di aplikasi gojek. udah mah tambah mahal harga²nya. dasar!!!!!!",1,5,2026-08-10 16:01:23
"tetap lebih baik, namun saran saya, tatkala ada pemesan, sebaiknya gojek langsung mengaktifkan lokasi dan no telp pengguna, tidak seperti aplikasi sebelah yang ribet minta aktifkan lokasi, izin menggunakan mik dan seterusnya, jadi ribet bagi user yang gaptek, akhirnya cancel pesanan!",4,1,2026-07-25 12:38:38
"paraha cara pelayanan Go food nya, baik driver dan aplikasinya. pesenan blm merasa di terima tapi sdh selesai, dan driver di chat Dan di tlpn GK ada respon, komplen ke cs nya gak ada penyelesaian.",1,2,2026-08-17 17:04:59
ini aplikasi gojek parah banget padal udah disesuaikan titik jemputnya pas posisi kita berdiri. malah di mapsnya gak sesuai titik. diperbaikin mapsnya.,3,1,2026-08-31 18:33:07
"jelek banget respon driver nya, masa udah diterima sama driver gocar nya, tapi dia selalu diem ditempat(saya juga sudah memakai gocar prioritas), tolong pelatihan nya itu kayak gimana, kalau emang ga niat nerima dari awal cancel aja(gamau banget turun bintang), selalu saya yang nge cancel dan terkena biaya tambahan(bintang jadi jelek), selain itu saya juga jadi menunggu lama, padahal situ yang salah oon. Tolong perbaiki pemikiran dan kualitas driver.",1,4,2026-08-15 14:27:04
"kenapa promo diskon di akun ku tiba² hilang ya? pas aku tanya pihak cs katanya penyalahgunaan promo diskon padahal aku merasa ga pernah melakukan itu sama sekali, aku tanya lagi letak penyalahgunaan nya dimana dan malah dikasih jawaban yg ga memuaskan katanya penyalahgunaan promo diskon lagi, jawabannya itu² mulu di bolak-balik. Aku udah langganan gojek plus hampir 3 tahun dan baru kali ini mengalami masalah yg seperti ini, aku bahkan bisa spend hingga kurleb 25jt dlm 1 thn cm buat pesen makan",1,7,2026-07-20 13:26:47
"Tiap kali update aplikasi menyebabkan titik jemput berubah, driver selalu diarahkan aplikasi ke titik jemput yang salah (tidak sesuai map). Sudah instal ulang aplikasi dan pin titik jemput sesuai map tapi tidak ada perubahan/perbaikan. Diminta perbaikan ke gojek, malah user diminta kirim data ini itu yang tidak saya mengerti. Provider aplikasi yang salah malah user dibuat susah. Parah ini aplikasi gojek!",1,24,2026-08-06 16:38:53
"main gopay bolak balik, awalnya lancar pas bagian menang tbtb ada pesan pop up internet ga stabil. dan ini ga terjadi sekali, terjadi beberapa kali. cape2 main tapi hadiahnya ga masuk. penipuan!!!",1,5,2026-08-18 18:32:23
Aplikasi ini sangat membantu bagi saya dan juga mungkin banyak yg lainya..kalau bisa mohon lebih ditingkatkan lagi..jgn sampai klo pesan driver..suka dapatnya driver yg jauh padahal di aplikasi map nya byk driver dekat..,5,11,2026-06-26 18:45:49
"gak membantu dalam menyelesaikan masalah, padahal sudah di sebutkan alasannya. saya merasa tertipu dengan kata2 bahwa harga tidak berubah jika perubahan tidak jauh dari destinasi aala. ternyata harganya hampir 4X lipat dari harga awal. pokoknya saya gak ikhlas, complain saya tidak dibantu sama sekali dengan alasan sudah sesuai tanpa melihat real saya berhenti dengan titik destinasi hanya berjarak 5 meter",1,8,2026-07-07 08:11:46
"maps perjalanan tidak bisa dipantau, padahal kendaraan sudah jalan, driver tidak bisa dihubungi karna centang 1 dan fitur tlpn nya off, padahal perizinan semuanya sudah di aktifkan di aplikasi cust, kadang driver jg bilang ktnya maps nya sering tidak akurat",2,5,2026-08-06 06:52:08
"Jelek banget, lama banget dapat drivernya padahal lagi laper banget. Gabisa dicancel langsung karena katanya dianggap buang² makanan, tapi kalo ga dapet driver juga sama aja buang2 makanan. Customer service nya pake bot terus, gaada solusi sama sekali. Payah 👎🏻👎🏻",1,2,2026-09-02 11:35:44
"sebenarnya tidak ada masalah untuk aplikasi, cuman baru pertama kali pakai gopaylaternya dan baru tau kalau denda keterlambatan sebesar 50.000 untuk 1 hari, menurut saya terlalu besar. padahal di aplikasi lain denda seperti ini tidak sebesar itu untuk per hari nya, apakah bisa di perbaiki untuk kebijakan. karena kasihan sekali jika pemilik akun lupa dan kemarin biasanya gojek itu selalui mengingatkan sebelum japo karena saya juga pakai gopaypinjam, tapi kenapa di gopaylater gaada mengingatkan ya",3,5,2026-07-02 10:11:03
"Aplikasi ini sudah bagus banget. Kalau boleh kasih saran, alangkah lebih baik jika ditambahkan fitur pembayaran menggunakan QRIS. Hal ini karena kadang saya tidak memegang uang tunai dan merasa kurang praktis jika harus memindahkan saldo terlebih dahulu ke GoPay. Terima kasih banyak untuk tim Gojek dan para driver ya! ❤️‍🩹",5,3,2026-07-24 18:21:33
"Pesanan go food yang diantarkan kurang. Pesan 2 paket yg diantarkan cuma 1 paket. Sudah melaporkannya lewat aplikasi, tapi tidak ditindaklanjuti. Tidak ada proses tindak lanjutnya, sampai sekarang masih belum diselesaikan. SANGAT MENGECEWAKAN.",1,5,2026-07-04 21:31:07
"Perbaikilah sistemnya. Kl driver (Go Food) belum benar-benar sampai di resto, jangan diijinkan mengubah statusnya menjadi ""menunggu di resto"". Skrg hampir semua driver statusnya ""menunggu di resto"", tapi baru datang beberapa menit kemudian, bahkan sampai lebih dari 30menit kemudian. Berantas driver curang!",1,8,2026-06-28 08:54:25
jelek' banget aplikasi nya... bisanya sudah isi tujuan jemputan sudah benar eh malah diganti enggak jelas banget..mana udah kejadian 2 kali dengan biayanya lumayan. Saya sudah buat laporan dengan bukti yang lengkap tidak mendapatkan respon sama sekali,1,6,2026-07-31 15:23:45
"Akhir akhir ini aplikasi nya sering lost connection antara Driver sama User. Ketika saya tanyakan pada driver, driver jg sering mengeluh map nya error. Jadi seringkali di aplikasi icon driver masih di tempat awal, tp driver sudah sampai. Utamanya buat Go Food. Cukup mengkhawatirkan.",5,31,2026-07-29 18:30:53
"bener2 deh pelayanan nya buruk banget. bener2 eror terus heran. perusahaan gede juga. gue isi dana ke emoney ga masuk, tapi saldo gue di gopay ke potong. kemudian saya juga sudah melapor melalui aplikasinya. tapi menurut saya sangat² kurang membantu. karena jawaban yg diberikan hanya yg sudah tertera di aplikasi, bukan pengalama atau kendala atau bahkan penjelasan yg dirasakan oleh customer nya.",1,1,2026-08-11 19:50:58
"Sekarang makin banyak driver yang seenaknya ya, tidak memberikan konfirmasi jika memang tidak ingin mengambil orderan. Jika anda protes karna harga paket hemat, jangan ke kita sebagai CUSTOMER, tapi ke Perusahaan langsung, karena kita hanya memanfaatkan layanan yang diberikan. Kami juga akan tetap memberikan tip jika memang pelayanannya ramah dan komunikatif. Ini bukan lagi soal daerah, semua daerah sepertinya bgini. TOLONG PERBAIKI PELAYANANNYA.",1,8,2026-07-06 18:35:56
"aku pengguna lama GOJEK bahkan sudah masuk top tier rising star dan langganan go plus. Baru kali ini aku dikecewakan oleh pihak GOJEK karena setelah error kemarin, tiba tiba di tanggal 29 Juli, akunku diblokir tanpa pemberitahuan sehingga tidak bisa memakai voucher promo. Sudah lapor ke cs di aplikasi dan instagram, tapi ngotot aku yang melakukan kesalahan. Padahal sebelumnya di tanggal 27 Juli, saya masih bisa transaksi gofood menggunakan voucher yang disediakan. INI TOLONGLAH.",1,6,2026-07-30 09:08:16
"Makin kesini makin susah cari driver, dari yang semula puas jadi makin malas pake aplikasi ini, so far pakai buat pesen makan kalau udah ke-maleman mau keluar, tapi makin kesini makin susah cari sriver. Jumlah driver di luar pulau Jawa (Kalimantan) banyakin jek, ini hampir tiap pesen di malam hari selalu susah cari driver food, mana nunggu pembatalannya se-jam. Mau order di aplikasi sebelah juga keburu tutup resto kalo nungguin batalan dari sini.",2,2,2026-08-27 00:10:40
